"","Movie_Name","Genre","X","PReview_ave","Year","Awards","awards"
"1402","toy story 3","Animation",3011,4.582524272,2010,"Won 2 Oscars. Another 56 wins & 85 nominations.","awards"
"1403","toy story 3","Adventure",3011,4.582524272,2010,"Won 2 Oscars. Another 56 wins & 85 nominations.","awards"
"1404","toy story 3","Comedy",3011,4.582524272,2010,"Won 2 Oscars. Another 56 wins & 85 nominations.","awards"
"1405","food, inc.","Documentary",3013,4.675799087,2008,"Nominated for 1 Oscar. Another 7 wins & 18 nominations.","awards"
"1406","true blood","Drama",3016,4.427015251,2008,"Won 1 Golden Globe. Another 31 wins & 121 nominations.","awards"
"1407","true blood","Fantasy",3016,4.427015251,2008,"Won 1 Golden Globe. Another 31 wins & 121 nominations.","awards"
"1408","true blood","Mystery",3016,4.427015251,2008,"Won 1 Golden Globe. Another 31 wins & 121 nominations.","awards"
"1409","the hulk","Action",3019,3.276872964,2008,"1 win & 8 nominations.","awards"
"1410","the hulk","Adventure",3019,3.276872964,2008,"1 win & 8 nominations.","awards"
"1411","the hulk","Sci-Fi",3019,3.276872964,2008,"1 win & 8 nominations.","awards"
"1412","coraline","Animation",3021,4.220551378,2009,"Nominated for 1 Oscar. Another 7 wins & 39 nominations.","awards"
"1413","coraline","Fantasy",3021,4.220551378,2009,"Nominated for 1 Oscar. Another 7 wins & 39 nominations.","awards"
"1414","rome","Action",3036,4.491289199,2005,"Nominated for 2 Golden Globes. Another 19 wins & 33 nominations.","awards"
"1415","rome","Drama",3036,4.491289199,2005,"Nominated for 2 Golden Globes. Another 19 wins & 33 nominations.","awards"
"1416","rome","History",3036,4.491289199,2005,"Nominated for 2 Golden Globes. Another 19 wins & 33 nominations.","awards"
"1417","good shepherd","Drama",3047,3.195804196,2006,"Nominated for 1 Oscar. Another 2 wins & 11 nominations.","awards"
"1418","good shepherd","History",3047,3.195804196,2006,"Nominated for 1 Oscar. Another 2 wins & 11 nominations.","awards"
"1419","good shepherd","Thriller",3047,3.195804196,2006,"Nominated for 1 Oscar. Another 2 wins & 11 nominations.","awards"
"1420","x-men origins","Action",3054,3.775132275,2009,"3 wins & 13 nominations.","awards"
"1421","x-men origins","Adventure",3054,3.775132275,2009,"3 wins & 13 nominations.","awards"
"1422","x-men origins","Sci-Fi",3054,3.775132275,2009,"3 wins & 13 nominations.","awards"
"1423","legend of the seeker","Action",3076,4.354609929,2008,"Won 1 Primetime Emmy. Another 1 win & 2 nominations.","awards"
"1424","legend of the seeker","Adventure",3076,4.354609929,2008,"Won 1 Primetime Emmy. Another 1 win & 2 nominations.","awards"
"1425","legend of the seeker","Drama",3076,4.354609929,2008,"Won 1 Primetime Emmy. Another 1 win & 2 nominations.","awards"
"1426","transformers","Action",3083,3.285714286,2007,"Nominated for 3 Oscars. Another 19 wins & 40 nominations.","awards"
"1427","transformers","Adventure",3083,3.285714286,2007,"Nominated for 3 Oscars. Another 19 wins & 40 nominations.","awards"
"1428","transformers","Sci-Fi",3083,3.285714286,2007,"Nominated for 3 Oscars. Another 19 wins & 40 nominations.","awards"
"1429","grindhouse","Action",3084,3.188679245,2007,"7 wins & 15 nominations.","awards"
"1430","grindhouse","Horror",3084,3.188679245,2007,"7 wins & 15 nominations.","awards"
"1431","grindhouse","Thriller",3084,3.188679245,2007,"7 wins & 15 nominations.","awards"
"1432","the proposal","Comedy",3087,4.0626703,2009,"Nominated for 1 Golden Globe. Another 7 wins & 18 nominations.","awards"
"1433","the proposal","Drama",3087,4.0626703,2009,"Nominated for 1 Golden Globe. Another 7 wins & 18 nominations.","awards"
"1434","the proposal","Romance",3087,4.0626703,2009,"Nominated for 1 Golden Globe. Another 7 wins & 18 nominations.","awards"
"1435","trick 'r treat","Fantasy",3104,4.047493404,2007,"6 wins & 6 nominations.","awards"
"1436","trick 'r treat","Horror",3104,4.047493404,2007,"6 wins & 6 nominations.","awards"
"1437","trick 'r treat","Thriller",3104,4.047493404,2007,"6 wins & 6 nominations.","awards"
"1438","six feet under","Drama",3115,4.621621622,2001,"Won 3 Golden Globes. Another 53 wins & 152 nominations.","awards"
"1439","g.i. joe","Action",3119,3.227810651,2009,"3 wins & 14 nominations.","awards"
"1440","g.i. joe","Adventure",3119,3.227810651,2009,"3 wins & 14 nominations.","awards"
"1441","g.i. joe","Sci-Fi",3119,3.227810651,2009,"3 wins & 14 nominations.","awards"
"1442","léon the professional","Crime",3127,4.664536741,1994,"3 wins & 8 nominations.","awards"
"1443","léon the professional","Drama",3127,4.664536741,1994,"3 wins & 8 nominations.","awards"
"1444","léon the professional","Thriller",3127,4.664536741,1994,"3 wins & 8 nominations.","awards"
"1445","island","Mystery",3145,3.820512821,2010,"7 wins & 56 nominations.","awards"
"1446","island","Thriller",3145,3.820512821,2010,"7 wins & 56 nominations.","awards"
"1447","julie & julia","Biography",3146,4.033248082,2009,"Nominated for 1 Oscar. Another 25 wins & 44 nominations.","awards"
"1448","julie & julia","Drama",3146,4.033248082,2009,"Nominated for 1 Oscar. Another 25 wins & 44 nominations.","awards"
"1449","julie & julia","Romance",3146,4.033248082,2009,"Nominated for 1 Oscar. Another 25 wins & 44 nominations.","awards"
"1450","harry potter and the half blood prince","Adventure",3150,3.734501348,2009,"Nominated for 1 Oscar. Another 8 wins & 29 nominations.","awards"
"1451","harry potter and the half blood prince","Family",3150,3.734501348,2009,"Nominated for 1 Oscar. Another 8 wins & 29 nominations.","awards"
"1452","harry potter and the half blood prince","Fantasy",3150,3.734501348,2009,"Nominated for 1 Oscar. Another 8 wins & 29 nominations.","awards"
"1453","district 9","Action",3155,3.671578947,2009,"Nominated for 4 Oscars. Another 23 wins & 99 nominations.","awards"
"1454","district 9","Sci-Fi",3155,3.671578947,2009,"Nominated for 4 Oscars. Another 23 wins & 99 nominations.","awards"
"1455","inglourious basterds","Adventure",3160,3.609929078,2009,"Won 1 Oscar. Another 117 wins & 143 nominations.","awards"
"1456","inglourious basterds","Drama",3160,3.609929078,2009,"Won 1 Oscar. Another 117 wins & 143 nominations.","awards"
"1457","inglourious basterds","War",3160,3.609929078,2009,"Won 1 Oscar. Another 117 wins & 143 nominations.","awards"
"1458","michael jackson's this is it","Documentary",3166,4.736920777,2010,"N/A","awards"
"1459","michael jackson","Short",3168,4.736920777,1983,"2 wins.","awards"
"1460","michael jackson","Horror",3168,4.736920777,1983,"2 wins.","awards"
"1461","michael jackson","Music",3168,4.736920777,1983,"2 wins.","awards"
"1462","life","Adventure",3172,3.385878489,2012,"Won 4 Oscars. Another 74 wins & 119 nominations.","awards"
"1463","life","Drama",3172,3.385878489,2012,"Won 4 Oscars. Another 74 wins & 119 nominations.","awards"
"1464","life","Fantasy",3172,3.385878489,2012,"Won 4 Oscars. Another 74 wins & 119 nominations.","awards"
"1465","food, inc","Documentary",3174,4.675799087,2008,"Nominated for 1 Oscar. Another 7 wins & 18 nominations.","awards"
"1466","the blind side","Biography",3176,4.596273292,2009,"Won 1 Oscar. Another 7 wins & 29 nominations.","awards"
"1467","the blind side","Drama",3176,4.596273292,2009,"Won 1 Oscar. Another 7 wins & 29 nominations.","awards"
"1468","the blind side","Sport",3176,4.596273292,2009,"Won 1 Oscar. Another 7 wins & 29 nominations.","awards"
"1469","zombieland","Adventure",3195,4.098039216,2009,"9 wins & 26 nominations.","awards"
"1470","zombieland","Comedy",3195,4.098039216,2009,"9 wins & 26 nominations.","awards"
"1471","zombieland","Horror",3195,4.098039216,2009,"9 wins & 26 nominations.","awards"
"1472","burlesque","Drama",3204,4.356968215,2010,"Won 1 Golden Globe. Another 5 wins & 13 nominations.","awards"
"1473","burlesque","Music",3204,4.356968215,2010,"Won 1 Golden Globe. Another 5 wins & 13 nominations.","awards"
"1474","burlesque","Romance",3204,4.356968215,2010,"Won 1 Golden Globe. Another 5 wins & 13 nominations.","awards"
"1475","clash of the titans","Action",3206,3.010178117,2010,"2 wins & 12 nominations.","awards"
"1476","clash of the titans","Adventure",3206,3.010178117,2010,"2 wins & 12 nominations.","awards"
"1477","clash of the titans","Fantasy",3206,3.010178117,2010,"2 wins & 12 nominations.","awards"
"1478","despicable me","Animation",3208,4.636498516,2010,"Nominated for 1 Golden Globe. Another 3 wins & 38 nominations.","awards"
"1479","despicable me","Comedy",3208,4.636498516,2010,"Nominated for 1 Golden Globe. Another 3 wins & 38 nominations.","awards"
"1480","despicable me","Family",3208,4.636498516,2010,"Nominated for 1 Golden Globe. Another 3 wins & 38 nominations.","awards"
"1481","how to train your dragon","Animation",3209,4.737237237,2010,"Nominated for 2 Oscars. Another 25 wins & 57 nominations.","awards"
"1482","how to train your dragon","Action",3209,4.737237237,2010,"Nominated for 2 Oscars. Another 25 wins & 57 nominations.","awards"
"1483","how to train your dragon","Adventure",3209,4.737237237,2010,"Nominated for 2 Oscars. Another 25 wins & 57 nominations.","awards"
"1484","kick-ass","Action",3211,4.312348668,2010,"16 wins & 61 nominations.","awards"
"1485","kick-ass","Comedy",3211,4.312348668,2010,"16 wins & 61 nominations.","awards"
"1486","robin hood","Action",3215,3.771260997,2010,"1 win & 15 nominations.","awards"
"1487","robin hood","Adventure",3215,3.771260997,2010,"1 win & 15 nominations.","awards"
"1488","robin hood","Drama",3215,3.771260997,2010,"1 win & 15 nominations.","awards"
"1489","the book of eli","Action",3216,3.833333333,2010,"3 wins & 16 nominations.","awards"
"1490","the book of eli","Adventure",3216,3.833333333,2010,"3 wins & 16 nominations.","awards"
"1491","the book of eli","Drama",3216,3.833333333,2010,"3 wins & 16 nominations.","awards"
"1492","the expendables","Action",3218,3.597510373,2010,"3 wins & 5 nominations.","awards"
"1493","the expendables","Adventure",3218,3.597510373,2010,"3 wins & 5 nominations.","awards"
"1494","the expendables","Thriller",3218,3.597510373,2010,"3 wins & 5 nominations.","awards"
"1495","the green hornet","Action",3220,2.608579088,2011,"3 wins & 7 nominations.","awards"
"1496","the green hornet","Comedy",3220,2.608579088,2011,"3 wins & 7 nominations.","awards"
"1497","the green hornet","Crime",3220,2.608579088,2011,"3 wins & 7 nominations.","awards"
"1498","tron","Action",3221,3.913669065,2010,"Nominated for 1 Oscar. Another 10 wins & 45 nominations.","awards"
"1499","tron","Adventure",3221,3.913669065,2010,"Nominated for 1 Oscar. Another 10 wins & 45 nominations.","awards"
"1500","tron","Sci-Fi",3221,3.913669065,2010,"Nominated for 1 Oscar. Another 10 wins & 45 nominations.","awards"
"1501","paranormal activity","Horror",3228,3.020224719,2007,"3 wins & 11 nominations.","awards"
"1502","harry potter & half-blood prince","Adventure",3230,3.738544474,2009,"Nominated for 1 Oscar. Another 8 wins & 29 nominations.","awards"
"1503","harry potter & half-blood prince","Family",3230,3.738544474,2009,"Nominated for 1 Oscar. Another 8 wins & 29 nominations.","awards"
"1504","harry potter & half-blood prince","Fantasy",3230,3.738544474,2009,"Nominated for 1 Oscar. Another 8 wins & 29 nominations.","awards"
"1505","harry potter & chamber of secrets","Adventure",3231,4.428169014,2002,"Nominated for 3 BAFTA Film Awards. Another 11 wins & 39 nominations.","awards"
"1506","harry potter & chamber of secrets","Family",3231,4.428169014,2002,"Nominated for 3 BAFTA Film Awards. Another 11 wins & 39 nominations.","awards"
"1507","harry potter & chamber of secrets","Fantasy",3231,4.428169014,2002,"Nominated for 3 BAFTA Film Awards. Another 11 wins & 39 nominations.","awards"
"1508","hangover","Comedy",3240,3.972881356,2009,"Won 1 Golden Globe. Another 10 wins & 26 nominations.","awards"
"1509","sesame street","Animation",3246,4.133986928,1969,"Won 6 Primetime Emmys. Another 193 wins & 279 nominations.","awards"
"1510","sesame street","Comedy",3246,4.133986928,1969,"Won 6 Primetime Emmys. Another 193 wins & 279 nominations.","awards"
"1511","sesame street","Family",3246,4.133986928,1969,"Won 6 Primetime Emmys. Another 193 wins & 279 nominations.","awards"
"1512","hachi","Drama",3248,4.749373434,2009,"N/A","awards"
"1513","hachi","Family",3248,4.749373434,2009,"N/A","awards"
"1514","jillian michaels","Sport",3249,4.009090909,2008,"N/A","awards"
"1515","glee","Comedy",3255,4.372611465,2009,"Won 4 Golden Globes. Another 68 wins & 176 nominations.","awards"
"1516","glee","Drama",3255,4.372611465,2009,"Won 4 Golden Globes. Another 68 wins & 176 nominations.","awards"
"1517","glee","Music",3255,4.372611465,2009,"Won 4 Golden Globes. Another 68 wins & 176 nominations.","awards"
"1518","battle","Adventure",3262,3.547619048,2014,"Nominated for 1 Oscar. Another 5 wins & 45 nominations.","awards"
"1519","battle","Fantasy",3262,3.547619048,2014,"Nominated for 1 Oscar. Another 5 wins & 45 nominations.","awards"
"1520","the social network","Biography",3264,3.9138322,2010,"Won 3 Oscars. Another 157 wins & 157 nominations.","awards"
"1521","the social network","Drama",3264,3.9138322,2010,"Won 3 Oscars. Another 157 wins & 157 nominations.","awards"
"1522","twilight saga","Adventure",3268,3.806709265,2009,"17 wins & 23 nominations.","awards"
"1523","twilight saga","Drama",3268,3.806709265,2009,"17 wins & 23 nominations.","awards"
"1524","twilight saga","Fantasy",3268,3.806709265,2009,"17 wins & 23 nominations.","awards"
"1525","justified","Action",3296,4.755102041,2010,"Won 2 Primetime Emmys. Another 7 wins & 60 nominations.","awards"
"1526","justified","Crime",3296,4.755102041,2010,"Won 2 Primetime Emmys. Another 7 wins & 60 nominations.","awards"
"1527","justified","Drama",3296,4.755102041,2010,"Won 2 Primetime Emmys. Another 7 wins & 60 nominations.","awards"
"1528","temple grandin","Biography",3298,4.86970684,2010,"Won 1 Golden Globe. Another 31 wins & 27 nominations.","awards"
"1529","temple grandin","Drama",3298,4.86970684,2010,"Won 1 Golden Globe. Another 31 wins & 27 nominations.","awards"
"1530","day after tomorrow","Action",3312,3.262032086,2004,"Won 1 BAFTA Film Award. Another 5 wins & 11 nominations.","awards"
"1531","day after tomorrow","Adventure",3312,3.262032086,2004,"Won 1 BAFTA Film Award. Another 5 wins & 11 nominations.","awards"
"1532","day after tomorrow","Sci-Fi",3312,3.262032086,2004,"Won 1 BAFTA Film Award. Another 5 wins & 11 nominations.","awards"
"1533","mr & mrs smith","Action",3314,3.394101877,2005,"9 wins & 18 nominations.","awards"
"1534","mr & mrs smith","Comedy",3314,3.394101877,2005,"9 wins & 18 nominations.","awards"
"1535","mr & mrs smith","Crime",3314,3.394101877,2005,"9 wins & 18 nominations.","awards"
"1536","avatar the last airbender","Animation",3331,4.825958702,2005,"Won 1 Primetime Emmy. Another 7 wins & 5 nominations.","awards"
"1537","avatar the last airbender","Action",3331,4.825958702,2005,"Won 1 Primetime Emmy. Another 7 wins & 5 nominations.","awards"
"1538","avatar the last airbender","Adventure",3331,4.825958702,2005,"Won 1 Primetime Emmy. Another 7 wins & 5 nominations.","awards"
"1539","let me in","Drama",3335,4.171717172,2010,"14 wins & 28 nominations.","awards"
"1540","let me in","Fantasy",3335,4.171717172,2010,"14 wins & 28 nominations.","awards"
"1541","let me in","Horror",3335,4.171717172,2010,"14 wins & 28 nominations.","awards"
"1542","the girl with the dragon tattoo","Crime",3339,4.226851852,2011,"Won 1 Oscar. Another 25 wins & 81 nominations.","awards"
"1543","the girl with the dragon tattoo","Drama",3339,4.226851852,2011,"Won 1 Oscar. Another 25 wins & 81 nominations.","awards"
"1544","the girl with the dragon tattoo","Mystery",3339,4.226851852,2011,"Won 1 Oscar. Another 25 wins & 81 nominations.","awards"
"1545","ip man","Action",3347,4.493333333,2008,"12 wins & 15 nominations.","awards"
"1546","ip man","Biography",3347,4.493333333,2008,"12 wins & 15 nominations.","awards"
"1547","ip man","Drama",3347,4.493333333,2008,"12 wins & 15 nominations.","awards"
"1548","seven samurai","Drama",3354,4.732522796,1954,"Nominated for 2 Oscars. Another 5 wins & 6 nominations.","awards"
"1549","the human centipede","Horror",3359,2.617088608,2009,"8 wins & 3 nominations.","awards"
"1550","disney's a christmas carol","Adventure",3361,3.677514793,2009,"N/A","awards"
"1551","spartacus","Action",3369,4.461805556,2010,"4 wins & 13 nominations.","awards"
"1552","spartacus","Adventure",3369,4.461805556,2010,"4 wins & 13 nominations.","awards"
"1553","spartacus","Biography",3369,4.461805556,2010,"4 wins & 13 nominations.","awards"
"1554","red","Action",3373,4.148571429,2010,"Nominated for 1 Golden Globe. Another 2 wins & 16 nominations.","awards"
"1555","red","Comedy",3373,4.148571429,2010,"Nominated for 1 Golden Globe. Another 2 wins & 16 nominations.","awards"
"1556","red","Crime",3373,4.148571429,2010,"Nominated for 1 Golden Globe. Another 2 wins & 16 nominations.","awards"
"1557","the king's speech","Biography",3401,4.562068966,2010,"Won 4 Oscars. Another 100 wins & 185 nominations.","awards"
"1558","the king's speech","Drama",3401,4.562068966,2010,"Won 4 Oscars. Another 100 wins & 185 nominations.","awards"
"1559","the king's speech","History",3401,4.562068966,2010,"Won 4 Oscars. Another 100 wins & 185 nominations.","awards"
"1560","true grit","Adventure",3403,3.860869565,2010,"Nominated for 10 Oscars. Another 36 wins & 147 nominations.","awards"
"1561","true grit","Drama",3403,3.860869565,2010,"Nominated for 10 Oscars. Another 36 wins & 147 nominations.","awards"
"1562","true grit","Western",3403,3.860869565,2010,"Nominated for 10 Oscars. Another 36 wins & 147 nominations.","awards"
"1563","o' brother, where art thou?","Adventure",3422,4.54691689,2000,"Nominated for 2 Oscars. Another 7 wins & 35 nominations.","awards"
"1564","o' brother, where art thou?","Comedy",3422,4.54691689,2000,"Nominated for 2 Oscars. Another 7 wins & 35 nominations.","awards"
"1565","o' brother, where art thou?","Crime",3422,4.54691689,2000,"Nominated for 2 Oscars. Another 7 wins & 35 nominations.","awards"
"1566","silence of the lambs","Crime",3432,4.624573379,1991,"Won 5 Oscars. Another 48 wins & 33 nominations.","awards"
"1567","silence of the lambs","Drama",3432,4.624573379,1991,"Won 5 Oscars. Another 48 wins & 33 nominations.","awards"
"1568","silence of the lambs","Thriller",3432,4.624573379,1991,"Won 5 Oscars. Another 48 wins & 33 nominations.","awards"
"1569","rango","Animation",3442,3.699140401,2011,"Won 1 Oscar. Another 44 wins & 24 nominations.","awards"
"1570","rango","Adventure",3442,3.699140401,2011,"Won 1 Oscar. Another 44 wins & 24 nominations.","awards"
"1571","rango","Comedy",3442,3.699140401,2011,"Won 1 Oscar. Another 44 wins & 24 nominations.","awards"
"1572","crazy, stupid, love","Comedy",3444,3.886597938,2011,"Nominated for 1 Golden Globe. Another 3 wins & 20 nominations.","awards"
"1573","crazy, stupid, love","Drama",3444,3.886597938,2011,"Nominated for 1 Golden Globe. Another 3 wins & 20 nominations.","awards"
"1574","crazy, stupid, love","Romance",3444,3.886597938,2011,"Nominated for 1 Golden Globe. Another 3 wins & 20 nominations.","awards"
"1575","21 jump street","Action",3446,3.640378549,2012,"11 wins & 20 nominations.","awards"
"1576","21 jump street","Comedy",3446,3.640378549,2012,"11 wins & 20 nominations.","awards"
"1577","21 jump street","Crime",3446,3.640378549,2012,"11 wins & 20 nominations.","awards"
"1578","skyline","Action",3451,2.526946108,2010,"1 nomination.","awards"
"1579","skyline","Sci-Fi",3451,2.526946108,2010,"1 nomination.","awards"
"1580","skyline","Thriller",3451,2.526946108,2010,"1 nomination.","awards"
"1581","hugo","Adventure",3453,3.816017316,2011,"Won 5 Oscars. Another 53 wins & 165 nominations.","awards"
"1582","hugo","Drama",3453,3.816017316,2011,"Won 5 Oscars. Another 53 wins & 165 nominations.","awards"
"1583","hugo","Family",3453,3.816017316,2011,"Won 5 Oscars. Another 53 wins & 165 nominations.","awards"
"1584","game of thrones","Adventure",3457,4.494799406,2011,"Won 1 Golden Globe. Another 172 wins & 278 nominations.","awards"
"1585","game of thrones","Drama",3457,4.494799406,2011,"Won 1 Golden Globe. Another 172 wins & 278 nominations.","awards"
"1586","game of thrones","Fantasy",3457,4.494799406,2011,"Won 1 Golden Globe. Another 172 wins & 278 nominations.","awards"
"1587","sex & the city","Comedy",3459,3.930517711,2008,"1 win & 12 nominations.","awards"
"1588","sex & the city","Drama",3459,3.930517711,2008,"1 win & 12 nominations.","awards"
"1589","sex & the city","Romance",3459,3.930517711,2008,"1 win & 12 nominations.","awards"
"1590","sherlock","Crime",3471,4.781584582,2010,"Nominated for 1 Golden Globe. Another 71 wins & 104 nominations.","awards"
"1591","sherlock","Drama",3471,4.781584582,2010,"Nominated for 1 Golden Globe. Another 71 wins & 104 nominations.","awards"
"1592","sherlock","Mystery",3471,4.781584582,2010,"Nominated for 1 Golden Globe. Another 71 wins & 104 nominations.","awards"
"1593","the last airbender","Animation",3473,2.594202899,2005,"Won 1 Primetime Emmy. Another 7 wins & 5 nominations.","awards"
"1594","the last airbender","Action",3473,2.594202899,2005,"Won 1 Primetime Emmy. Another 7 wins & 5 nominations.","awards"
"1595","the last airbender","Adventure",3473,2.594202899,2005,"Won 1 Primetime Emmy. Another 7 wins & 5 nominations.","awards"
"1596","inside job","Documentary",3475,4.570469799,2010,"Won 1 Oscar. Another 7 wins & 25 nominations.","awards"
"1597","inside job","Crime",3475,4.570469799,2010,"Won 1 Oscar. Another 7 wins & 25 nominations.","awards"
"1598","black swan","Drama",3477,3.432835821,2010,"Won 1 Oscar. Another 87 wins & 233 nominations.","awards"
"1599","black swan","Thriller",3477,3.432835821,2010,"Won 1 Oscar. Another 87 wins & 233 nominations.","awards"
"1600","water for elephants","Drama",3479,4.082191781,2011,"3 wins & 10 nominations.","awards"
"1601","water for elephants","Romance",3479,4.082191781,2011,"3 wins & 10 nominations.","awards"
"1602","scott pilgrim vs. the world","Action",3481,4.305263158,2010,"16 wins & 56 nominations.","awards"
"1603","scott pilgrim vs. the world","Comedy",3481,4.305263158,2010,"16 wins & 56 nominations.","awards"
"1604","scott pilgrim vs. the world","Fantasy",3481,4.305263158,2010,"16 wins & 56 nominations.","awards"
"1605","eat pray love","Drama",3482,3.079734219,2010,"1 win & 2 nominations.","awards"
"1606","eat pray love","Romance",3482,3.079734219,2010,"1 win & 2 nominations.","awards"
"1607","bridesmaids","Comedy",3520,3.504527814,2011,"Nominated for 2 Oscars. Another 24 wins & 65 nominations.","awards"
"1608","bridesmaids","Romance",3520,3.504527814,2011,"Nominated for 2 Oscars. Another 24 wins & 65 nominations.","awards"
"1609","masterpiece classic","Drama",3530,4.6184573,1971,"Won 2 Primetime Emmys. Another 2 wins & 3 nominations.","awards"
"1610","princess & the frog","Animation",3536,4.119241192,2009,"Nominated for 3 Oscars. Another 12 wins & 36 nominations.","awards"
"1611","princess & the frog","Family",3536,4.119241192,2009,"Nominated for 3 Oscars. Another 12 wins & 36 nominations.","awards"
"1612","princess & the frog","Fantasy",3536,4.119241192,2009,"Nominated for 3 Oscars. Another 12 wins & 36 nominations.","awards"
"1613","the walking dead","Drama",3540,4.54290429,2010,"Nominated for 1 Golden Globe. Another 44 wins & 137 nominations.","awards"
"1614","the walking dead","Horror",3540,4.54290429,2010,"Nominated for 1 Golden Globe. Another 44 wins & 137 nominations.","awards"
"1615","the walking dead","Thriller",3540,4.54290429,2010,"Nominated for 1 Golden Globe. Another 44 wins & 137 nominations.","awards"
"1616","the tourist","Action",3541,3.321678322,2010,"Nominated for 3 Golden Globes. Another 3 wins & 2 nominations.","awards"
"1617","the tourist","Romance",3541,3.321678322,2010,"Nominated for 3 Golden Globes. Another 3 wins & 2 nominations.","awards"
"1618","the tourist","Thriller",3541,3.321678322,2010,"Nominated for 3 Golden Globes. Another 3 wins & 2 nominations.","awards"
"1619","the help","Drama",3544,4.512430939,2011,"Won 1 Oscar. Another 79 wins & 108 nominations.","awards"
"1620","real steel","Action",3546,4.24738676,2011,"Nominated for 1 Oscar. Another 2 wins & 5 nominations.","awards"
"1621","real steel","Drama",3546,4.24738676,2011,"Nominated for 1 Oscar. Another 2 wins & 5 nominations.","awards"
"1622","real steel","Sci-Fi",3546,4.24738676,2011,"Nominated for 1 Oscar. Another 2 wins & 5 nominations.","awards"
"1623","ken burns","N/A",3553,4.750841751,2006,"N/A","awards"
"1624","jillian michaels ripped in 30","N/A",3564,4.561403509,2012,"N/A","awards"
"1625","secretariat","Drama",3569,4.37037037,2010,"3 wins & 6 nominations.","awards"
"1626","secretariat","Family",3569,4.37037037,2010,"3 wins & 6 nominations.","awards"
"1627","secretariat","History",3569,4.37037037,2010,"3 wins & 6 nominations.","awards"
"1628","super 8","Action",3575,3.604255319,2011,"11 wins & 60 nominations.","awards"
"1629","super 8","Mystery",3575,3.604255319,2011,"11 wins & 60 nominations.","awards"
"1630","super 8","Sci-Fi",3575,3.604255319,2011,"11 wins & 60 nominations.","awards"
"1631","fast five","Action",3577,4.327338129,2011,"8 wins & 19 nominations.","awards"
"1632","fast five","Crime",3577,4.327338129,2011,"8 wins & 19 nominations.","awards"
"1633","fast five","Thriller",3577,4.327338129,2011,"8 wins & 19 nominations.","awards"
"1634","cowboys & aliens","Action",3579,3.448275862,2011,"17 nominations.","awards"
"1635","cowboys & aliens","Sci-Fi",3579,3.448275862,2011,"17 nominations.","awards"
"1636","cowboys & aliens","Thriller",3579,3.448275862,2011,"17 nominations.","awards"
"1637","conan the barbarian","Adventure",3581,2.873239437,1982,"Won 1 Golden Globe. Another 1 win & 9 nominations.","awards"
"1638","conan the barbarian","Fantasy",3581,2.873239437,1982,"Won 1 Golden Globe. Another 1 win & 9 nominations.","awards"
"1639","sucker punch","Action",3583,3.323404255,2011,"1 win & 8 nominations.","awards"
"1640","sucker punch","Fantasy",3583,3.323404255,2011,"1 win & 8 nominations.","awards"
"1641","mission","Action",3585,3.814893617,2011,"5 wins & 31 nominations.","awards"
"1642","mission","Adventure",3585,3.814893617,2011,"5 wins & 31 nominations.","awards"
"1643","mission","Thriller",3585,3.814893617,2011,"5 wins & 31 nominations.","awards"
"1644","soul surfer","Biography",3587,4.663230241,2011,"1 win & 12 nominations.","awards"
"1645","soul surfer","Drama",3587,4.663230241,2011,"1 win & 12 nominations.","awards"
"1646","soul surfer","Sport",3587,4.663230241,2011,"1 win & 12 nominations.","awards"
"1647","the hangover part ii","Comedy",3589,2.793333333,2011,"5 wins & 16 nominations.","awards"
"1648","green lantern","Action",3591,2.939862543,2011,"2 wins & 5 nominations.","awards"
"1649","green lantern","Adventure",3591,2.939862543,2011,"2 wins & 5 nominations.","awards"
"1650","green lantern","Sci-Fi",3591,2.939862543,2011,"2 wins & 5 nominations.","awards"
"1651","horrible bosses","Comedy",3593,3.154046997,2011,"3 wins & 10 nominations.","awards"
"1652","horrible bosses","Crime",3593,3.154046997,2011,"3 wins & 10 nominations.","awards"
"1653","happy feet two","Animation",3595,2.013850416,2011,"N/A","awards"
"1654","tangled","Animation",3606,4.656327543,2010,"Nominated for 1 Oscar. Another 9 wins & 38 nominations.","awards"
"1655","tangled","Adventure",3606,4.656327543,2010,"Nominated for 1 Oscar. Another 9 wins & 38 nominations.","awards"
"1656","tangled","Comedy",3606,4.656327543,2010,"Nominated for 1 Oscar. Another 9 wins & 38 nominations.","awards"
"1657","human centipede","Horror",3613,2.617088608,2009,"8 wins & 3 nominations.","awards"
"1658","rio","Animation",3615,4.362359551,2011,"Nominated for 1 Oscar. Another 3 wins & 28 nominations.","awards"
"1659","rio","Adventure",3615,4.362359551,2011,"Nominated for 1 Oscar. Another 3 wins & 28 nominations.","awards"
"1660","rio","Comedy",3615,4.362359551,2011,"Nominated for 1 Oscar. Another 3 wins & 28 nominations.","awards"
"1661","les miserables in concert","Music",3621,4.455,2010,"N/A","awards"
"1662","les miserables in concert","Musical",3621,4.455,2010,"N/A","awards"
"1663","les miserables","Drama",3622,4.455,2012,"Won 3 Oscars. Another 77 wins & 165 nominations.","awards"
"1664","les miserables","Musical",3622,4.455,2012,"Won 3 Oscars. Another 77 wins & 165 nominations.","awards"
"1665","les miserables","Romance",3622,4.455,2012,"Won 3 Oscars. Another 77 wins & 165 nominations.","awards"
"1666","departed","Crime",3646,4.074380165,2006,"Won 4 Oscars. Another 90 wins & 122 nominations.","awards"
